exporter,importer,post80 
Syria,India,0.00115
Syria,Indonesia,0.0011
Syria,Japan,0.00705
Syria,Bulgaria,0.00155
Syria,Canada,0.001
Syria,Senegal,0.0009
Syria,Tunisia,0.001
Syria,Qatar,0.0008
Syria,Netherlands,0.0034
Syria,Portugal,0.0009
Syria,Austria,0.0023
Syria,Greece,0.00235
Syria,Kuwait,0.0019
Syria,Algeria,0.00155
Syria,Cyprus,0.0033
Syria,USA,0.007
Syria,Jordan,0.0055
Syria,UK,0.0067
Syria,Spain,0.00675
Syria,Saudi Arabia,0.00735
Syria,Turkey,0.01135
Syria,Italy,0.0252
Thailand,Algeria,0.0002
Thailand,Ecuador,0.0001
Thailand,Zimbabwe,0.0008
Thailand,Greenland,0.003
Thailand,Bolivia,0.00015
Thailand,Colombia,0.00015
Thailand,Burkina Faso,0.0018
Thailand,Bulgaria,0.0008
Thailand,Chad,0.0016
Thailand,Trinidad Tbg,0.0003
Thailand,Guatemala,0.0002
Thailand,El Salvador,0.0003
Thailand,Zambia,0.01095
Thailand,Tunisia,0.00035
Thailand,Barbados,0.00025
Thailand,Argentina,0.0007
Thailand,Iceland,0.00085
Thailand,Costa Rica,0.00035
Thailand,Iraq,0.0006
Thailand,Turkey,0.0004
Thailand,Uruguay,0.0004
Thailand,Paraguay,0.00035
Thailand,Honduras,0.0003
Thailand,Greece,0.0003
Thailand,Morocco,0.0004
Thailand,Chile,0.0009
Thailand,Peru,0.00055
Thailand,Uganda,0.0004
Thailand,Norway,0.00075
Thailand,Burundi,0.00045
Thailand,Finland,0.00115
Thailand,Sudan,0.002
Thailand,Dominican Rp,0.0007
Thailand,Cuba,0.0007
Thailand,Jamaica,0.0008
Thailand,Brazil,0.00185
Thailand,Rwanda,0.0005
Thailand,Niger,0.0009
Thailand,Malawi,0.00105
Thailand,Austria,0.0009
Thailand,Nicaragua,0.0006
Thailand,Portugal,0.00065
Thailand,Suriname,0.0029
Thailand,Guyana,0.00075
Thailand,Egypt,0.00065
Thailand,Cameroon,0.00115
Thailand,Sweden,0.00205
Thailand,Mali,0.00575
Thailand,Denmark,0.00125
Thailand,South Africa,0.0012
Thailand,India,0.00255
Thailand,Israel,0.00165
Thailand,Mexico,0.00115
Thailand,Iran,0.00145
Thailand,Qatar,0.0083
Thailand,Oman,0.0189
Thailand,Pakistan,0.00145
Thailand,Ireland,0.0012
Thailand,New Zealand,0.0021
Thailand,Afghanistan,0.00115
Thailand,Cote Divoire,0.00215
Thailand,Gabon,0.00145
Thailand,Malta,0.00215
Thailand,Kenya,0.00175
Thailand,Sierra Leone,0.00195
Thailand,Syria,0.00145
Thailand,Nigeria,0.0014
Thailand,Cyprus,0.00155
Thailand,Saudi Arabia,0.0047
Thailand,Kuwait,0.00325
Thailand,Bangladesh,0.0016
Thailand,Seychelles,0.0279
Thailand,Ghana,0.00475
Thailand,Spain,0.00255
Thailand,Bahrain,0.0041
Thailand,Mauritius,0.00235
Thailand,Madagascar,0.0026
Thailand,Indonesia,0.00445
Thailand,Canada,0.004
Thailand,Italy,0.00505
Thailand,Untd Arab Em,0.00655
Thailand,Philippines,0.0057
Thailand,Australia,0.00645
Thailand,Jordan,0.00385
Thailand,Nepal,0.0038
Thailand,Sri Lanka,0.00555
Thailand,Mozambique,0.00505
Thailand,Mauritania,0.0064
Thailand,Netherlands,0.00645
Thailand,Panama,0.0057
Thailand,Senegal,0.00535
Thailand,China,0.0117
Thailand,UK,0.00955
Thailand,Hong Kong,0.0164
Thailand,Benin,0.01245
Thailand,Malaysia,0.02505
Thailand,Togo,0.0148
Thailand,Cambodia,0.0311
Thailand,Japan,0.07935
Thailand,Singapore,0.0511
Thailand,USA,0.06145
Togo,Israel,0.0002
Togo,Chile,0.0001
Togo,Cameroon,0.0001
Togo,Venezuela,0.00125
Togo,Singapore,0.00125
Togo,Algeria,0.0004
Togo,Mali,0.0002
Togo,Finland,0.0004
Togo,Sweden,0.00055
Togo,Ireland,0.00055
Togo,Hong Kong,0.0008
Togo,Bulgaria,0.0007
Togo,Japan,0.00865
Togo,Uruguay,0.0019
Togo,Turkey,0.0012
Togo,Denmark,0.00145
Togo,Benin,0.0016
Togo,Tunisia,0.0013
Togo,Niger,0.00125
Togo,China,0.0247
Togo,Australia,0.0013
Togo,Austria,0.0016
Togo,Morocco,0.0019
Togo,Norway,0.00165
Togo,UK,0.0103
Togo,Greece,0.002
Togo,Mexico,0.0032
Togo,Nigeria,0.0023
Togo,Indonesia,0.0046
Togo,Malaysia,0.0023
Togo,Burkina Faso,0.00235
Togo,Thailand,0.0148
Togo,Portugal,0.00275
Togo,India,0.0065
Togo,Iran,0.00425
Togo,Colombia,0.0044
Togo,Spain,0.01035
Togo,Philippines,0.00485
Togo,USA,0.0122
Togo,Ghana,0.00605
Togo,Italy,0.01155
Togo,South Africa,0.0067
Togo,Netherlands,0.02335
Togo,Brazil,0.0069
Togo,Cote Divoire,0.0131
Togo,Canada,0.01
Trinidad Tbg,Austria,0.00025
Trinidad Tbg,Israel,0.0001
Trinidad Tbg,El Salvador,0.0001
Trinidad Tbg,Hong Kong,0.0001
Trinidad Tbg,Paraguay,0.0001
Trinidad Tbg,New Zealand,0.00085
Trinidad Tbg,Greece,0.00015
Trinidad Tbg,South Africa,0.0002
Trinidad Tbg,Ireland,0.0008
Trinidad Tbg,Gabon,0.0002
Trinidad Tbg,Finland,0.0002
Trinidad Tbg,Tunisia,0.0002
Trinidad Tbg,Malawi,0.0002
Trinidad Tbg,Burkina Faso,0.0002
Trinidad Tbg,Jordan,0.0003
Trinidad Tbg,Uruguay,0.0003
Trinidad Tbg,Sierra Leone,0.00025
Trinidad Tbg,Dominican Rp,0.0003
Trinidad Tbg,Australia,0.0012
Trinidad Tbg,Iceland,0.0004
Trinidad Tbg,Turkey,0.0003
Trinidad Tbg,Indonesia,0.0096
Trinidad Tbg,Costa Rica,0.0003
Trinidad Tbg,China,0.00085
Trinidad Tbg,Algeria,0.0006
Trinidad Tbg,Portugal,0.0003
Trinidad Tbg,Sweden,0.00075
Trinidad Tbg,Singapore,0.00055
Trinidad Tbg,India,0.00055
Trinidad Tbg,Norway,0.00045
Trinidad Tbg,Senegal,0.0007
Trinidad Tbg,Cameroon,0.0007
Trinidad Tbg,Peru,0.0006
Trinidad Tbg,Ecuador,0.0013
Trinidad Tbg,Morocco,0.0005
Trinidad Tbg,Argentina,0.00105
Trinidad Tbg,Ghana,0.001
Trinidad Tbg,Chile,0.00055
Trinidad Tbg,Cote Divoire,0.0013
Trinidad Tbg,Denmark,0.00115
Trinidad Tbg,Nigeria,0.00095
Trinidad Tbg,Japan,0.0093
Trinidad Tbg,Brazil,0.00535
Trinidad Tbg,Netherlands,0.0034
Trinidad Tbg,Panama,0.0028
Trinidad Tbg,Venezuela,0.01235
Trinidad Tbg,Colombia,0.0055
Trinidad Tbg,Togo,0.0043
Trinidad Tbg,Mexico,0.00335
Trinidad Tbg,Spain,0.0035
Trinidad Tbg,Canada,0.00955
Trinidad Tbg,Italy,0.00585
Trinidad Tbg,Jamaica,0.0113
Trinidad Tbg,UK,0.01815
Trinidad Tbg,Honduras,0.01235
Trinidad Tbg,Guatemala,0.0146
Trinidad Tbg,Barbados,0.0253
Trinidad Tbg,Suriname,0.0671
Trinidad Tbg,Guyana,0.12095
Trinidad Tbg,USA,0.1575
Tunisia,New Zealand,0.00015
Tunisia,Chad,0.00045
Tunisia,Sierra Leone,0.0001
Tunisia,Gabon,0.0002
Tunisia,Nepal,0.0001
Tunisia,Cyprus,0.0002
Tunisia,Nigeria,0.0001
Tunisia,Hong Kong,0.0001
Tunisia,Israel,0.0001
Tunisia,Uruguay,0.0001
Tunisia,Kenya,0.0001
Tunisia,Madagascar,0.00025
Tunisia,Chile,0.00025
Tunisia,Jamaica,0.0001
Tunisia,Singapore,0.00025
Tunisia,Panama,0.0001
Tunisia,Barbados,0.00015
Tunisia,Mozambique,0.00025
Tunisia,South Africa,0.00015
Tunisia,Kuwait,0.00045
Tunisia,Guatemala,0.0002
Tunisia,Venezuela,0.0002
Tunisia,Sri Lanka,0.00035
Tunisia,Honduras,0.0002
Tunisia,Finland,0.00125
Tunisia,Australia,0.0002
Tunisia,Iceland,0.0002
Tunisia,Sudan,0.00025
Tunisia,Burkina Faso,0.0006
Tunisia,Thailand,0.00035
Tunisia,Untd Arab Em,0.00035
Tunisia,Mali,0.001
Tunisia,Niger,0.0004
Tunisia,Pakistan,0.0003
Tunisia,Cote Divoire,0.00095
Tunisia,Norway,0.0007
Tunisia,Ghana,0.0003
Tunisia,Benin,0.00065
Tunisia,Canada,0.0022
Tunisia,Malaysia,0.0006
Tunisia,Cameroon,0.00045
Tunisia,Bulgaria,0.0007
Tunisia,Argentina,0.0018
Tunisia,Mauritania,0.0007
Tunisia,Sweden,0.0024
Tunisia,Cuba,0.00065
Tunisia,Bangladesh,0.00035
Tunisia,Senegal,0.00065
Tunisia,Zambia,0.00045
Tunisia,Saudi Arabia,0.00245
Tunisia,Ireland,0.00065
Tunisia,Denmark,0.00105
Tunisia,Malta,0.00205
Tunisia,Syria,0.001
Tunisia,Togo,0.0013
Tunisia,Burundi,0.0009
Tunisia,Bahrain,0.00105
Tunisia,Brazil,0.00175
Tunisia,Egypt,0.0012
Tunisia,Jordan,0.00075
Tunisia,Portugal,0.00105
Tunisia,Japan,0.00465
Tunisia,Iraq,0.0014
Tunisia,Mexico,0.0009
Tunisia,China,0.00235
Tunisia,Indonesia,0.00105
Tunisia,Iran,0.0011
Tunisia,Morocco,0.00245
Tunisia,Austria,0.00205
Tunisia,Turkey,0.00385
Tunisia,Greece,0.0034
Tunisia,USA,0.01115
Tunisia,UK,0.0063
Tunisia,Algeria,0.00595
Tunisia,India,0.0033
Tunisia,Netherlands,0.008
Tunisia,Spain,0.0129
Tunisia,Guyana,0.007
Tunisia,Italy,0.05765
Turkey,Gabon,0.0016
Turkey,El Salvador,0.0001
Turkey,Nepal,0.00015
Turkey,Barbados,0.0001
Turkey,Burkina Faso,0.0003
Turkey,Mexico,0.00015
Turkey,Zimbabwe,0.00055
Turkey,Chile,0.0005
Turkey,Cambodia,0.0001
Turkey,Peru,0.0002
Turkey,Argentina,0.0004
Turkey,Venezuela,0.00015
Turkey,Colombia,0.0001
Turkey,Paraguay,0.00015
Turkey,South Africa,0.00085
Turkey,Australia,0.0007
Turkey,Philippines,0.0002
Turkey,Burundi,0.0004
Turkey,Guatemala,0.00015
Turkey,Costa Rica,0.00025
Turkey,Uganda,0.0002
Turkey,Nicaragua,0.00015
Turkey,Uruguay,0.0003
Turkey,Indonesia,0.00035
Turkey,Trinidad Tbg,0.0003
Turkey,Brazil,0.0008
Turkey,Zambia,0.00045
Turkey,Malawi,0.0016
Turkey,New Zealand,0.00055
Turkey,Finland,0.00105
Turkey,Thailand,0.0004
Turkey,Kenya,0.0002
Turkey,Bangladesh,0.0004
Turkey,Cote Divoire,0.0007
Turkey,Cameroon,0.0005
Turkey,Madagascar,0.0002
Turkey,Niger,0.00075
Turkey,Iceland,0.0003
Turkey,Mozambique,0.00045
Turkey,Ecuador,0.0007
Turkey,Dominican Rp,0.0005
Turkey,Chad,0.0004
Turkey,Canada,0.0009
Turkey,Mali,0.00045
Turkey,Sierra Leone,0.00045
Turkey,India,0.0007
Turkey,Norway,0.0006
Turkey,Nigeria,0.00045
Turkey,Rwanda,0.0004
Turkey,Mauritania,0.0006
Turkey,Senegal,0.00045
Turkey,Sweden,0.00185
Turkey,Mauritius,0.0004
Turkey,Denmark,0.00075
Turkey,Benin,0.0013
Turkey,Honduras,0.00055
Turkey,Afghanistan,0.00045
Turkey,Ireland,0.00135
Turkey,Togo,0.0012
Turkey,Malaysia,0.0017
Turkey,Portugal,0.0007
Turkey,China,0.0016
Turkey,Oman,0.0009
Turkey,Guyana,0.0008
Turkey,Hong Kong,0.0009
Turkey,Qatar,0.00095
Turkey,Suriname,0.0007
Turkey,Pakistan,0.001
Turkey,Sri Lanka,0.0008
Turkey,Japan,0.00425
Turkey,Panama,0.0017
Turkey,Morocco,0.00175
Turkey,Bahrain,0.00165
Turkey,Ghana,0.0012
Turkey,Sudan,0.00115
Turkey,Greece,0.00155
Turkey,Jamaica,0.0009
Turkey,Austria,0.0018
Turkey,Israel,0.00195
Turkey,Singapore,0.0016
Turkey,Untd Arab Em,0.00195
Turkey,Spain,0.00305
Turkey,Saudi Arabia,0.00435
Turkey,Netherlands,0.00425
Turkey,Iran,0.0049
Turkey,Algeria,0.00485
Turkey,Egypt,0.0032
Turkey,Bulgaria,0.0079
Turkey,Tunisia,0.00385
Turkey,Seychelles,0.0029
Turkey,Kuwait,0.00465
Turkey,Iraq,0.0102
Turkey,UK,0.0083
Turkey,Italy,0.01105
Turkey,Malta,0.00645
Turkey,USA,0.01315
Turkey,Syria,0.01135
Turkey,Jordan,0.01165
Turkey,Cyprus,0.01135
Uganda,Tunisia,0.0001
Uganda,Sweden,0.00035
Uganda,Egypt,0.0001
Uganda,New Zealand,0.0001
Uganda,Mexico,0.0001
Uganda,Untd Arab Em,0.0001
Uganda,Argentina,0.0001
Uganda,Philippines,0.0001
Uganda,Morocco,0.0001
Uganda,Ireland,0.0003
Uganda,Indonesia,0.00025
Uganda,Malaysia,0.0002
Uganda,Turkey,0.0002
Uganda,Finland,0.0002
Uganda,India,0.00245
Uganda,China,0.0009
Uganda,South Africa,0.0026
Uganda,Saudi Arabia,0.00025
Uganda,Thailand,0.0004
Uganda,Greece,0.0002
Uganda,Israel,0.00035
Uganda,Pakistan,0.001
Uganda,Norway,0.00045
Uganda,Austria,0.0004
Uganda,Canada,0.0007
Uganda,Algeria,0.00055
Uganda,Hong Kong,0.0008
Uganda,Denmark,0.0008
Uganda,Australia,0.0006
Uganda,Singapore,0.0009
Uganda,Portugal,0.001
Uganda,Japan,0.0043
Uganda,Italy,0.00445
Uganda,Netherlands,0.00415
Uganda,UK,0.00955
Uganda,Spain,0.00575
Uganda,USA,0.00825
UK,Cambodia,0.0036
UK,Argentina,0.00125
UK,Brazil,0.002
UK,Rwanda,0.002
UK,Chad,0.0013
UK,Mexico,0.00145
UK,Bolivia,0.0034
UK,Peru,0.00365
UK,Ecuador,0.0018
UK,Nepal,0.00235
UK,Cuba,0.00155
UK,Nicaragua,0.0019
UK,Guatemala,0.0021
UK,China,0.0032
UK,Burundi,0.00325
UK,El Salvador,0.0019
UK,Madagascar,0.004
UK,Greenland,0.00535
UK,Burkina Faso,0.0016
UK,Dominican Rp,0.0025
UK,Bangladesh,0.0045
UK,Colombia,0.00305
UK,Costa Rica,0.0096
UK,Afghanistan,0.00385
UK,Honduras,0.0046
UK,Cameroon,0.00425
UK,Venezuela,0.00355
UK,Chile,0.00595
UK,Algeria,0.00505
UK,Uruguay,0.00485
UK,Japan,0.0076
UK,Niger,0.0036
UK,Indonesia,0.0056
UK,Cote Divoire,0.0086
UK,India,0.0049
UK,Iran,0.0035
UK,Mauritania,0.01065
UK,Philippines,0.00885
UK,Senegal,0.00475
UK,Mali,0.00395
UK,Iraq,0.00355
UK,Gabon,0.00615
UK,Bulgaria,0.0058
UK,Syria,0.0067
UK,Canada,0.00675
UK,Mozambique,0.00495
UK,Tunisia,0.0063
UK,Thailand,0.00955
UK,Paraguay,0.0044
UK,Austria,0.00875
UK,Morocco,0.00885
UK,Panama,0.00475
UK,Pakistan,0.0087
UK,Australia,0.00715
UK,Italy,0.0102
UK,Turkey,0.0083
UK,Sudan,0.0055
UK,Greece,0.0083
UK,Egypt,0.0092
UK,Uganda,0.00955
UK,Spain,0.01265
UK,New Zealand,0.01625
UK,Zimbabwe,0.01805
UK,Suriname,0.02285
UK,Sri Lanka,0.01985
UK,Finland,0.0224
UK,Malawi,0.02365
UK,Saudi Arabia,0.0139
UK,Kuwait,0.0142
UK,Togo,0.0103
UK,Jamaica,0.0293
UK,South Africa,0.0173
UK,Denmark,0.02295
UK,Benin,0.0109
UK,Norway,0.0369
UK,Portugal,0.02185
UK,Malaysia,0.0262
UK,Untd Arab Em,0.01495
UK,USA,0.02325
UK,Sweden,0.02455
UK,Trinidad Tbg,0.01815
UK,Barbados,0.0206
UK,Israel,0.01885
UK,Iceland,0.0395
UK,Mauritius,0.08245
UK,Zambia,0.01985
UK,Hong Kong,0.0276
UK,Jordan,0.0177
UK,Oman,0.02025
UK,Qatar,0.01695
UK,Kenya,0.03025
UK,Nigeria,0.02215
UK,Netherlands,0.04145
UK,Sierra Leone,0.02995
UK,Singapore,0.0395
UK,Ghana,0.037
UK,Bahrain,0.02835
UK,Seychelles,0.0377
UK,Cyprus,0.04265
UK,Guyana,0.12475
UK,Malta,0.06655
UK,Ireland,0.16345
Untd Arab Em,Ecuador,0.0001
Untd Arab Em,Ireland,0.00055
Untd Arab Em,Jordan,0.00275
Untd Arab Em,Afghanistan,0.00015
Untd Arab Em,Togo,0.0001
Untd Arab Em,Greece,0.0003
Untd Arab Em,Niger,0.0001
Untd Arab Em,Cyprus,0.00105
Untd Arab Em,Kenya,0.0004
Untd Arab Em,Bangladesh,0.0001
Untd Arab Em,Norway,0.0003
Untd Arab Em,Mexico,0.0002
Untd Arab Em,Gabon,0.0001
Untd Arab Em,Bulgaria,0.0002
Untd Arab Em,Sri Lanka,0.0015
Untd Arab Em,Sierra Leone,0.0002
Untd Arab Em,Burundi,0.0002
Untd Arab Em,Chile,0.00045
Untd Arab Em,Austria,0.00065
Untd Arab Em,Algeria,0.0002
Untd Arab Em,Denmark,0.00085
Untd Arab Em,Finland,0.0008
Untd Arab Em,Sweden,0.00125
Untd Arab Em,Canada,0.0008
Untd Arab Em,Tunisia,0.00035
Untd Arab Em,Indonesia,0.003
Untd Arab Em,Nigeria,0.0009
Untd Arab Em,Seychelles,0.0005
Untd Arab Em,Cote Divoire,0.00065
Untd Arab Em,Malaysia,0.00285
Untd Arab Em,Portugal,0.00085
Untd Arab Em,Turkey,0.00195
Untd Arab Em,China,0.00895
Untd Arab Em,New Zealand,0.0013
Untd Arab Em,Brazil,0.0017
Untd Arab Em,Netherlands,0.0037
Untd Arab Em,Senegal,0.00155
Untd Arab Em,Hong Kong,0.0031
Untd Arab Em,Morocco,0.00165
Untd Arab Em,Italy,0.00885
Untd Arab Em,Spain,0.00345
Untd Arab Em,Saudi Arabia,0.0052
Untd Arab Em,Philippines,0.00305
Untd Arab Em,Kuwait,0.004
Untd Arab Em,Madagascar,0.0027
Untd Arab Em,Australia,0.00505
Untd Arab Em,South Africa,0.004
Untd Arab Em,Thailand,0.00655
Untd Arab Em,Iran,0.0056
Untd Arab Em,UK,0.01495
Untd Arab Em,Pakistan,0.0066
Untd Arab Em,Bahrain,0.0228
Untd Arab Em,Qatar,0.00925
Untd Arab Em,USA,0.02
Untd Arab Em,Singapore,0.01245
Untd Arab Em,India,0.01745
Untd Arab Em,Oman,0.06385
Untd Arab Em,Japan,0.0951
Uruguay,Malta,0.0001
Uruguay,Niger,0.0001
Uruguay,Kuwait,0.0001
Uruguay,Malaysia,0.00045
Uruguay,India,0.00035
Uruguay,Qatar,0.0001
Uruguay,Ireland,0.00015
Uruguay,Cyprus,0.0001
Uruguay,Indonesia,0.00025
Uruguay,Barbados,0.0001
Uruguay,Philippines,0.0001
Uruguay,Cote Divoire,0.0001
Uruguay,Tunisia,0.0001
Uruguay,Untd Arab Em,0.0001
Uruguay,Syria,0.0002
Uruguay,Australia,0.0003
Uruguay,Morocco,0.00015
Uruguay,Denmark,0.00035
Uruguay,Algeria,0.0002
Uruguay,Iraq,0.0003
Uruguay,Thailand,0.0004
Uruguay,Bolivia,0.0003
Uruguay,Greece,0.00025
Uruguay,Jamaica,0.0002
Uruguay,Norway,0.00025
Uruguay,Ecuador,0.00095
Uruguay,Jordan,0.0004
Uruguay,Finland,0.0003
Uruguay,Singapore,0.00065
Uruguay,Turkey,0.0003
Uruguay,Sweden,0.0006
Uruguay,South Africa,0.00045
Uruguay,Portugal,0.0004
Uruguay,Ghana,0.0007
Uruguay,Austria,0.00055
Uruguay,Colombia,0.00055
Uruguay,Venezuela,0.0016
Uruguay,Saudi Arabia,0.00075
Uruguay,Peru,0.00075
Uruguay,Nigeria,0.00375
Uruguay,Paraguay,0.00195
Uruguay,Japan,0.00325
Uruguay,Mexico,0.00355
Uruguay,Canada,0.0016
Uruguay,Chile,0.00225
Uruguay,Togo,0.0019
Uruguay,Hong Kong,0.0026
Uruguay,Netherlands,0.00185
Uruguay,Spain,0.00425
Uruguay,Israel,0.0019
Uruguay,Iran,0.003
Uruguay,Egypt,0.0042
Uruguay,Italy,0.0063
Uruguay,China,0.0044
Uruguay,UK,0.00485
Uruguay,Argentina,0.0243
Uruguay,USA,0.01955
Uruguay,Brazil,0.037
USA,Cuba,0.0001
USA,Iran,0.0021
USA,Afghanistan,0.002
USA,Cambodia,0.0254
USA,Uganda,0.00825
USA,Burundi,0.0066
USA,Nepal,0.01325
USA,Chad,0.0056
USA,Niger,0.00475
USA,Greenland,0.00795
USA,Cameroon,0.01705
USA,Iraq,0.0147
USA,Burkina Faso,0.0035
USA,Madagascar,0.01365
USA,Mali,0.00425
USA,Bangladesh,0.01705
USA,Malawi,0.01895
USA,Sudan,0.0044
USA,Greece,0.00615
USA,Rwanda,0.00735
USA,India,0.01135
USA,Mauritius,0.0342
USA,Bulgaria,0.00735
USA,Italy,0.01185
USA,Cote Divoire,0.02205
USA,Zimbabwe,0.0122
USA,Syria,0.007
USA,Portugal,0.0115
USA,Austria,0.0111
USA,Senegal,0.00705
USA,Kenya,0.0116
USA,Denmark,0.0139
USA,Zambia,0.0144
USA,Gabon,0.12165
USA,Finland,0.01465
USA,Mozambique,0.01075
USA,Spain,0.01085
USA,Norway,0.01805
USA,Sri Lanka,0.05315
USA,Benin,0.01035
USA,Brazil,0.01635
USA,Togo,0.0122
USA,Argentina,0.0123
USA,Japan,0.0225
USA,Morocco,0.01095
USA,Algeria,0.0322
USA,Turkey,0.01315
USA,Uruguay,0.01955
USA,Sweden,0.02115
USA,China,0.0384
USA,Oman,0.0201
USA,Tunisia,0.01115
USA,Pakistan,0.0189
USA,Qatar,0.01665
USA,Mauritania,0.01275
USA,Sierra Leone,0.0302
USA,Cyprus,0.01225
USA,Iceland,0.03095
USA,Indonesia,0.0359
USA,South Africa,0.02155
USA,Nigeria,0.0967
USA,UK,0.02325
USA,Untd Arab Em,0.02
USA,Ghana,0.0291
USA,Bolivia,0.02975
USA,Australia,0.02235
USA,Netherlands,0.0262
USA,Peru,0.0346
USA,Malta,0.0413
USA,New Zealand,0.03305
USA,Kuwait,0.03855
USA,Ecuador,0.0639
USA,Colombia,0.046
USA,Saudi Arabia,0.052
USA,Seychelles,0.029
USA,Chile,0.04145
USA,Thailand,0.06145
USA,Nicaragua,0.0549
USA,Egypt,0.02955
USA,Jordan,0.02775
USA,Venezuela,0.09195
USA,Israel,0.0624
USA,Paraguay,0.0315
USA,Bahrain,0.04415
USA,Philippines,0.08665
USA,Ireland,0.07165
USA,Guatemala,0.0892
USA,Barbados,0.06195
USA,Hong Kong,0.0909
USA,El Salvador,0.1028
USA,Trinidad Tbg,0.1575
USA,Panama,0.0793
USA,Malaysia,0.146
USA,Mexico,0.1352
USA,Costa Rica,0.15985
USA,Dominican Rp,0.178
USA,Guyana,0.17575
USA,Suriname,0.13635
USA,Canada,0.1883
USA,Honduras,0.25745
USA,Jamaica,0.1728
USA,Singapore,0.22315
Venezuela,India,0.0001
Venezuela,Algeria,0.0001
Venezuela,Jordan,0.0003
Venezuela,Finland,0.00025
Venezuela,Egypt,0.0001
Venezuela,Austria,0.00025
Venezuela,Nigeria,0.00025
Venezuela,Morocco,0.0001
Venezuela,Iraq,0.0001
Venezuela,Pakistan,0.0001
Venezuela,Indonesia,0.00015
Venezuela,New Zealand,0.00055
Venezuela,Greece,0.0001
Venezuela,Iran,0.0001
Venezuela,Qatar,0.00025
Venezuela,Thailand,0.0002
Venezuela,Hong Kong,0.0002
Venezuela,Paraguay,0.0015
Venezuela,Turkey,0.00015
Venezuela,Bulgaria,0.0002
Venezuela,Norway,0.00035
Venezuela,Senegal,0.0004
Venezuela,China,0.00045
Venezuela,Denmark,0.00045
Venezuela,Iceland,0.0005
Venezuela,Niger,0.0005
Venezuela,Argentina,0.00155
Venezuela,Portugal,0.00035
Venezuela,Singapore,0.0005
Venezuela,Ghana,0.0008
Venezuela,Kuwait,0.0009
Venezuela,Bolivia,0.0015
Venezuela,Sweden,0.0014
Venezuela,Netherlands,0.0022
Venezuela,Togo,0.00125
Venezuela,Uruguay,0.0016
Venezuela,Mexico,0.00305
Venezuela,Cuba,0.0016
Venezuela,Spain,0.00335
Venezuela,Cote Divoire,0.0033
Venezuela,UK,0.00355
Venezuela,Barbados,0.00265
Venezuela,Greenland,0.0029
Venezuela,Chile,0.0032
Venezuela,Ecuador,0.00325
Venezuela,Italy,0.00655
Venezuela,Peru,0.00415
Venezuela,Japan,0.0074
Venezuela,Honduras,0.0038
Venezuela,Guatemala,0.0042
Venezuela,Guyana,0.01355
Venezuela,El Salvador,0.0051
Venezuela,Brazil,0.0079
Venezuela,Canada,0.00735
Venezuela,Panama,0.01365
Venezuela,Colombia,0.00885
Venezuela,Costa Rica,0.0066
Venezuela,Jamaica,0.0076
Venezuela,Nicaragua,0.00765
Venezuela,Dominican Rp,0.0086
Venezuela,Burkina Faso,0.0139
Venezuela,Trinidad Tbg,0.01235
Venezuela,Suriname,0.0161
Venezuela,USA,0.09195
Zambia,Norway,0.0004
Zambia,Nigeria,0.0001
Zambia,Oman,0.0029
Zambia,Israel,0.0004
Zambia,New Zealand,0.0001
Zambia,Tunisia,0.00045
Zambia,Bulgaria,0.0001
Zambia,Untd Arab Em,0.0001
Zambia,Denmark,0.0008
Zambia,Argentina,0.0003
Zambia,Cote Divoire,0.0002
Zambia,Ireland,0.0007
Zambia,Morocco,0.0002
Zambia,Philippines,0.0003
Zambia,Austria,0.0006
Zambia,Sudan,0.0004
Zambia,Australia,0.00055
Zambia,Mexico,0.0004
Zambia,Spain,0.00055
Zambia,Turkey,0.00045
Zambia,Brazil,0.00085
Zambia,Hong Kong,0.0011
Zambia,Portugal,0.0008
Zambia,Egypt,0.0015
Zambia,Pakistan,0.00145
Zambia,Kuwait,0.0015
Zambia,Canada,0.0023
Zambia,Sweden,0.00265
Zambia,Finland,0.00305
Zambia,Netherlands,0.0027
Zambia,Algeria,0.005
Zambia,Greece,0.0019
Zambia,Indonesia,0.0022
Zambia,China,0.00415
Zambia,South Africa,0.0636
Zambia,Singapore,0.0044
Zambia,Malaysia,0.00575
Zambia,UK,0.01985
Zambia,USA,0.0144
Zambia,Saudi Arabia,0.01485
Zambia,Italy,0.0109
Zambia,Thailand,0.01095
Zambia,India,0.01395
Zambia,Japan,0.04145
Zimbabwe,Cyprus,0.0001
Zimbabwe,Saudi Arabia,0.0002
Zimbabwe,Oman,0.0001
Zimbabwe,Chile,0.0001
Zimbabwe,Argentina,0.00055
Zimbabwe,Kuwait,0.00015
Zimbabwe,Untd Arab Em,0.0002
Zimbabwe,Sri Lanka,0.0002
Zimbabwe,New Zealand,0.0002
Zimbabwe,Pakistan,0.0003
Zimbabwe,Tunisia,0.0003
Zimbabwe,Brazil,0.00115
Zimbabwe,Iran,0.0002
Zimbabwe,Morocco,0.0004
Zimbabwe,Cote Divoire,0.0004
Zimbabwe,Algeria,0.0004
Zimbabwe,Mexico,0.00065
Zimbabwe,Finland,0.00095
Zimbabwe,Cameroon,0.0006
Zimbabwe,Egypt,0.0007
Zimbabwe,Nigeria,0.0008
Zimbabwe,Norway,0.00065
Zimbabwe,Ireland,0.0006
Zimbabwe,Malaysia,0.00065
Zimbabwe,Bulgaria,0.001
Zimbabwe,Greece,0.00055
Zimbabwe,Turkey,0.00055
